Prowess company name,Short name,NIC code,Incorporation year,NSE symbol
SANATHNAGAR ENTERPRISES LTD.,BAKELITE HYLAM,41001,1947,BAKELHYLAM
BAL PHARMA LTD.,NA,2100,1987,BALPHARMA
BALAJI AMINES LTD.,BALAJI AMINES,20119,1988,BALAMINES
B C L ENTERPRISES LTD.,BALAJI COMMERCIAL,64300,1985,NA
BALAJI TELEFILMS LTD.,NA,59113,1994,BALAJITELE
BALKRISHNA INDUSTRIES LTD.,NA,22119,1961,BALKRISIND
BALLARPUR INDUSTRIES LTD.,BALLARPUR,17013,1945,BALLARPUR
BALMER LAWRIE & CO. LTD.,NA,34,1924,BALMLAWRIE
BALRAMPUR CHINI MILLS LTD.,NA,10721,1975,BALRAMCHIN
BALURGHAT TECHNOLOGIES LTD.,NA,4923,1993,BALURTRANS
COMMEX TECHNOLOGY LTD.,I T PEOPLE,64191,2000,NA
BAMBINO AGRO INDS. LTD.,NA,10740,1983,NA
BAMPSL SECURITIES LTD.,NA,64990,1995,NA
BANARAS BEADS LTD.,NA,23107,1980,BANARBEADS
BANAS FINANCE LTD.,NA,64300,1983,NA
BANCO PRODUCTS (INDIA) LTD.,BPIL,29301,1961,BANCOINDIA
BANG OVERSEAS LTD.,BANG OVERSEAS,46411,1992,BANG
BANGALORE FORT FARMS LTD.,BANGALORE FORT FARMS,46101,1966,NA
BANK OF BARODA,BOB,64191,1908,BANKBARODA
BANK OF INDIA,BOI,64191,1906,BANKINDIA
BANK OF MAHARASHTRA,BANK OF MAHARASHTRA,64191,1935,MAHABANK
BANNARI AMMAN SPG. MILLS LTD.,NA,13111,1989,BASML
BANNARI AMMAN SUGARS LTD.,NA,10721,1983,BANARISUG
BANSAL WIRE INDS. LTD.,BANSAL WIRE INDS.,24103,1985,BANSALWIRE
BANSISONS TEA INDS. LTD.,BANSISONS TEA INDS.,77,1987,NA
BANSWARA SYNTEX LTD.,BANSWARA SYNTEX,13121,1976,BANSWRAS
B C P L RAILWAY INFRASTRUCTURE LTD.,NA,42909,1995,NA
BARAK VALLEY CEMENTS LTD.,NA,23941,1999,BVCL
VISAGAR POLYTEX LTD.,VISAGAR POLYTEX,46411,1983,VIVIDHA
SARVOTTAM FINVEST LTD.,NA,64990,1978,NA
BARODA EXTRUSION LTD.,NA,24201,1991,NA
BARODA RAYON CORPN. LTD.,BARODA RAYON CORPN.,41001,1958,BARODARAYN
BARON INFOTECH LTD.,BARON INFOTECH,46512,1996,NA
BASANT AGRO TECH (INDIA) LTD.,NA,20122,1990,NA
P O C L ENTERPRISES LTD.,BASCHEM PHARMA,34,1988,NA
BATA INDIA LTD.,BATA INDIA,47713,1931,BATAINDIA
BATLIBOI LTD.,BATLIBOI,28221,1941,BATLIBOI
BAYER CROPSCIENCE LTD.,BAYER CORPSCIENCE,2021,1958,BAYERCROP
STYRENIX PERFORMANCE MATERIALS LTD.,NA,20131,1973,STYRENIX
BAZEL INTERNATIONAL LTD.,BAZEL INTL.,64990,1982,NA
BEARDSELL LTD.,NA,27104,1936,BEARDSELL
MRS. BECTORS FOOD SPECIALITIES LTD.,NA,10712,1995,BECTORFOOD
BEDMUTHA INDUSTRIES LTD.,BEDMUTHA WIRE COM.,24,1990,BEDMUTHA
TULASEE BIO-ETHANOL LTD.,TULASEE BIO-ETHANOL,20119,1988,NA
AGRIBIO SPIRITS LTD.,BEEKAY NIRYAT,46909,1975,NA
BEEKAY STEEL INDS. LTD.,BSIL,24105,1981,NA
BEEYU OVERSEAS LTD.,NA,64191,1993,NA
BALU FORGE INDS. LTD.,BELL AGROMACHINA,29301,1989,BALUFORGE
BEMCO HYDRAULICS LTD.,NA,28229,1957,NA
BENARES HOTELS LTD.,NA,55101,1971,NA
BENGAL & ASSAM CO. LTD.,NA,64300,1947,NA
BENGAL STEEL INDS. LTD.,BENGAL STEEL INDS.,77,1947,NA
BENGAL TEA & FABRICS LTD.,NA,10791,1983,BENGALTEA
BENTLEY COMMERCIAL ENTERPRISES LTD.,NA,64300,1985,NA
BERGER PAINTS INDIA LTD.,NA,20221,1923,BERGEPAINT
BERVIN INVESTMENT & LEASING LTD.,NA,64300,1990,NA
BERYL DRUGS LTD.,NA,21002,1993,NA
BERYL SECURITIES LTD.,NA,64990,1994,NA
BEST EASTERN HOTELS LTD.,NA,55101,1943,NA
BETALA GLOBAL SECURITIES LTD.,NA,64191,1994,NA
BETEX INDIA LTD.,BETEX INDIA,13131,1992,NA
BHAGAWATI OXYGEN LTD.,NA,34,1972,NA
BHAGERIA INDUSTRIES LTD.,BDCL,20119,1989,BHAGERIA
BHAGIRADHA CHEMICALS & INDS. LTD.,NA,2021,1993,BHAGCHEM
PRADHIN LTD.,NA,46302,1982,NA
BHAGWATI AUTOCAST LTD.,NA,24319,1981,NA
T G B BANQUETS & HOTELS LTD.,NA,55101,1999,TGBHOTELS
BHAGYANAGAR INDIA LTD.,BHAGYANAGAR INDIA,24201,1985,BHAGYANGR
SRI K P R INDUSTRIES LTD.,NA,34,1988,NA
SINDHU TRADE LINKS LTD. (1992),NA,52219,1992,SINDHUTRAD
BHANDARI HOSIERY EXPORTS LTD.,BHANDARI,13121,1993,BHANDARI
R K B AGRO INDS. LTD.,NA,46411,1979,NA
BHANSALI ENGINEERING POLYMERS LTD.,NA,20131,1984,BEPL
BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LTD.,NA,64300,1992,NA
BHARAT BIJLEE LTD.,BHARAT BIJLEE,2710,1946,BBL
BHARAT DYNAMICS LTD.,BDL,26309,1970,BDL
B E M L LTD.,NA,28243,1964,BEML
BHARAT ELECTRONICS LTD.,BHARAT ELECTRONICS,26515,1954,BEL
BHARAT AGRI FERT & REALTY LTD.,BHARAT FERTILISER,55101,1985,NA
BHARAT FORGE LTD.,BHARAT FORGE,29209,1961,BHARATFORG
BHARAT GEARS LTD.,NA,29301,1971,BHARATGEAR
BHARAT HEAVY ELECTRICALS LTD.,BHEL,2513,1964,BHEL
BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPN. LTD.,NA,21001,1989,NA
BHARAT PARENTERALS LTD.,BHARAT PARENTERALS,2100,1992,NA
BHARAT PETROLEUM CORPN. LTD.,BPCL,19209,1952,BPCL
BHARAT RASAYAN LTD.,NA,20211,1989,BHARATRAS
BHARAT SEATS LTD.,BHARAT SEATS,29303,1986,NA
BHARAT TEXTILES & PROOFING INDS. LTD.,NA,1312,1990,NA
BHARAT WIRE ROPES LTD.,BHARAT WIRE ROPES,24108,1986,BHARATWIRE
BHARATI DEFENCE & INFRASTRUCTURE LTD.,NA,301,1976,BHARATIDIL
BHARTI AIRTEL LTD.,AIRTEL,61209,1995,BHARTIARTL
REGIS INDUSTRIES LTD.,BHARTIA BACHAT,64300,1982,NA
BHARTIYA INTERNATIONAL LTD.,NA,14104,1987,BIL
BHASKAR AGROCHEMICALS LTD.,NA,2021,1988,NA
B C L INDUSTRIES LTD.,BHATINDA CHEMICALS,34,1976,BCLIND
BHILWARA SPINNERS LTD., ,46411,1980,NA
CAPITAL INDIA FINANCE LTD.,BHILWARA TEX-FIN,64990,1994,NA
SHRI BHOLANATH CARPETS LTD.,BHOLANATH INTL.,46411,1973,NA
BIHAR SPONGE IRON LTD.,NA,24102,1982,BIHARSPONG
A P L APOLLO TUBES LTD.,NA,24311,1986,APLAPOLLO
BIJOY HANS LTD.,BIJOY HANS,46497,1985,NA
BIMETAL BEARINGS LTD.,NA,29301,1961,BIMETAL
BINANI INDUSTRIES LTD.,NA,64191,1962,BINANIIND
BINAYAK TEX PROCESSORS LTD.,NA,13131,1983,NA
BINNY LTD.,BINNY,41001,1969,NA
BIOCON LTD.,BIOCON,21009,1978,BIOCON
BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,NA,46497,1985,BIOFILCHEM
BIOPAC INDIA CORPN. LTD.,NA,22202,1987,NA
3M INDIA LTD.,NA,22209,1987,3MINDIA
VODAFONE IDEA LTD.,IDEA CELLULAR,61209,1995,IDEA
BIRLA CORPORATION LTD.,BIRLA CORP,23941,1919,BIRLACORPN
BIRLA CABLE LTD.,NA,27310,1992,BIRLACABLE
BIRLA PRECISION TECHNOLOGIES LTD.,NA,28221,1986,NA
ADITYA BIRLA SUN LIFE A M C LTD.,NA,66301,1994,ABSLAMC
BISIL PLAST LTD.,NA,46909,1986,NA
BLISS G V S PHARMA LTD.,NA,2100,1984,BLISSGVS
BLOOM DEKOR LTD.,BLOOM DEKOR,22201,1992,NA
BLOOM INDUSTRIES LTD.,BLOOM INDS.,46620,1989,NA
BLUE BLENDS (INDIA) LTD.,NA,13124,1981,BLUEBLENDS
BLUE CHIP INDIA LTD.,NA,64300,1993,BLUECHIP
BLUE CHIP TEX INDS. LTD.,BLUE CHIP TEX INDS.,20203,1985,NA
BLUE DART EXPRESS LTD.,BLUE DART,522,1991,BLUEDART
BLUE STAR LTD.,.,27501,1949,BLUESTARCO
BOBSHELL ELECTRODES LTD.,egi,27900,1994,NA
BOHRA INDUSTRIES LTD.,BOHRA INDS.,64191,1996,BOHRAIND
BOMBAY BURMAH TRDG. CORPN. LTD.,NA,10791,1863,BBTC
BOMBAY CYCLE & MOTOR AGENCY LTD.,NA,46909,1919,NA
BOMBAY DYEING & MFG. CO. LTD.,BOMBAY DYEING & MFG.,20302,1879,BOMDYEING
E-LAND APPAREL LTD.,MUDRA LIFESTYLE,1410,1997,ELAND
BOMBAY OXYGEN INVESTMENTS LTD.,BOMBAY OXYGEN CORPN.,64300,1960,NA
SASHWAT TECHNOCRATS LTD.,NA,64300,1975,NA
BOMBAY WIRE ROPES LTD.,BOMBAY WIRE ROPES,64300,1961,NA
B K V INDUSTRIES LTD.,BKV INDS.,77,1993,NA
BONLON INDUSTRIES LTD.,BON LON STEELS,46620,1998,NA
BOROSIL RENEWABLES LTD.,BOROSIL GLASS WORKS,23101,1962,BORORENEW
JYOTHI INFRAVENTURES LTD.,BOSS SECURITIES,42909,1995,NA
AMBER FABRICS LTD.,NA,46411,1978,NA
BRADY & MORRIS ENGG. CO. LTD.,NA,28162,1946,NA
BRAHMAPUTRA INFRASTRUCTURE LTD.,NA,42209,1998,NA
ONIX SOLAR ENERGY LTD.,NA,77,1980,NA
BRAWN BIOTECH LTD.,NA,46497,1985,NA
FEDDERS HOLDING LTD.,NA,64300,1991,NA
BRIDGE SECURITIES LTD.,NA,46909,1994,NA
BRIGADE ENTERPRISES LTD.,BRIGADE ENTERPRISES,41001,1995,BRIGADE
BRIGHT BROTHERS LTD.,NA,22209,1946,BRIGHTBROS
BRIJLAXMI LEASING & FINANCE LTD.,NA,64990,1990,NA
BRILLIANT PORTFOLIOS LTD.,BRILLIANT PORTFOLIOS,64990,1994,NA
G A C M TECHNOLOGIES LTD.,BRILLIANT SECURITIES,64300,1995,GATECH
BRITANNIA INDUSTRIES LTD.,NA,10712,1918,BRITANNIA
BURNPUR CEMENT LTD.,NA,23941,1986,BURNPUR
C & C CONSTRUCTIONS LTD.,C & C CONSTRUCTIONS,64191,1996,CANDC
SHELTER INFRA PROJECTS LTD., ,77,1972,NA
C E INFO SYSTEMS LTD.,C E INFO SYSTEMS,62013,1995,MAPMYINDIA
C E S C LTD.,NA,46909,1978,CESC
IGARASHI MOTORS INDIA LTD.,NA,27103,1992,IGARASHI
C G-V A K SOFTWARE & EXPORTS LTD.,NA,62013,1994,NA
C H L LTD.,C H L,55101,1979,NA
CALLISTA INDUSTRIES LTD.,C H P L INDS.,64191,1989,NA
C J GELATINE PRODUCTS LTD.,NA,20295,1980,NA
C M I LTD.,C M I,27320,1967,CMICABLES
JINPRABHU INFRASTRUCTURE DEVELOPMENTS LTD.,NA,46909,1984,NA
COSYN LTD.,NA,62013,1994,NA
CENTUM ELECTRONICS LTD.,NA,26104,1993,CENTUM
ZYDUS LIFESCIENCES LTD.,CADILA HEALTH,21002,1995,ZYDUSLIFE
CADSYS (INDIA) LTD.,CADSYS (INDIA),62013,1992,CADSYS
CALCOM VISION LTD.,NA,26105,1985,NA
CALIFORNIA SOFTWARE CO. LTD.,NA,62013,1992,CALSOFT
CALS REFINERIES LTD.,NA,46610,1984,NA
GOBLIN INDIA LTD.,CAMEX TRADELINK,46909,1989,NA
CAMLIN FINE SCIENCES LTD.,CFC LTD.,20,1993,CAMLINFINE
KOKUYO CAMLIN LTD.,CAMLIN,17097,1946,KOKUYOCMLN
ORIENTAL AROMATICS LTD.,NA,20,1972,OAL
CAMSON BIO TECHNOLOGIES LTD.,NA,2021,1993,NA
CAN FIN HOMES LTD.,NA,64192,1987,CANFINHOME
CANARA BANK,CANARA BANK,64191,1906,CANBK
CANARYS AUTOMATIONS LTD.,CANARYS AUTOMATIONS,62013,1991,CANARYS
CAPFIN INDIA LTD.,CAPFIN INDIA,64990,1992,NA
C H D DEVELOPERS LTD.,C H D DEVELOPERS,64191,1990,NA
CAPITAL SMALL FINANCE BANK LTD.,NA,64191,1999,CAPITALSFB
CAPITAL TRADE LINKS LTD.,CAPITAL TRADE LINKS,64990,1984,NA
CAPITAL TRUST LTD.,NA,64990,1985,CAPTRUST
CAPLIN POINT LABORATORIES LTD.,NA,21002,1990,CAPLIPOINT
CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,NA,62013,1985,NA
CAPRIHANS INDIA LTD.,NA,22201,1946,CAPRIHANS
CAPTAIN POLYPLAST LTD.,CAPTAIN POLYPLAST,22209,1997,NA
GRAPHITE INDIA LTD.,REG,23912,1974,GRAPHITE
CARBORUNDUM UNIVERSAL LTD.,NA,23,1954,CARBORUNIV
MAHIP INDUSTRIES LTD.,CARE CORUPACK,17029,1995,NA
C L EDUCATE LTD.,CAREER LAUNCHER (I),85,1996,CLEDUCATE
CARNATION INDUSTRIES LTD.,NA,24319,1983,NA
ZYDUS WELLNESS LTD.,NA,10409,1994,ZYDUSWELL
CARRARO INDIA LTD.,CARRARO INDIA,29301,1997,CARRARO
CASTROL INDIA LTD.,CASTROL INDIA,19201,1979,CASTROLIND
QUICK HEAL TECHNOLOGIES LTD.,NA,62013,1995,QUICKHEAL
SREELEATHERS LTD.,NA,46413,1991,SREEL
C S B BANK LTD.,CATHOLIC SYRIAN BANK,64191,1920,CSBBANK
CATVISION LTD.,CATVISION PRODUCTS,46909,1985,NA
CEAT LTD.,CEAT,22119,1958,CEATLTD
CEEJAY FINANCE LTD.,NA,64990,1993,NA
CEENIK EXPORTS (INDIA) LTD.,NA,77,1995,CEENIKEXPO
CEETA INDUSTRIES LTD.,CEETA INDS.,34,1984,NA
CELEBRITY FASHIONS LTD.,NA,1430,1988,CELEBRITY
CENLUB INDUSTRIES LTD.,CIL,28131,1992,NA
CENTENIAL SURGICAL SUTURE LTD.,NA,26600,1995,NA
CENTRAL BANK OF INDIA LTD.,reg,64191,1911,CENTRALBK
CENTRAL DEPOSITORY SERVICES (INDIA) LTD.,CDSL,64191,1997,CDSL
CENTRAL PROVINCE RAILWAYS CO. LTD.,CENTRAL PROVINCES,491,1910,NA
CENTRUM CAPITAL LTD.,NA,64191,1977,CENTRUM
ARUNJYOTI BIO VENTURES LTD.,NA,46909,1986,NA
CENTURY ENKA LTD.,NA,20203,1965,CENTENKA
CENTURY EXTRUSIONS LTD.,NA,24202,1988,CENTEXT
CENTURY PLYBOARDS (INDIA) LTD.,NA,16211,1982,CENTURYPLY
ADITYA BIRLA REAL ESTATE LTD.,CENTURY,17013,1897,ABREL
CEREBRA INTEGRATED TECHNOLOGIES LTD.,CITL,46511,1993,CEREBRAINT
CHADHA PAPERS LTD.,CHADHA PAPERS,17093,1990,NA
CIGNITI TECHNOLOGIES LTD.,CHAKKILAM INFOTECH,62013,1998,CIGNITITEC
CHALET HOTELS LTD.,CHALET HOTELS,55101,1986,CHALET
CHAMAN LAL SETIA EXPORTS LTD.,NA,46201,1994,CLSEL
CHAMBAL BREWERIES & DISTILLERIES LTD., ,64191,1985,NA
CHAMBAL FERTILISERS & CHEMICALS LTD.,NA,46692,1985,CHAMBLFERT
DELPHI WORLD MONEY LTD.,NA,64990,1985,DELPHIFX
CANDOUR TECHTEX LTD.,NA,46599,1986,NA
CHANDRA PRABHU INTL. LTD.,NA,46610,1984,NA
REGENT ENTERPRISES LTD.,CHANDRIKA TRADERS,46305,1994,NA
CHANDRIMA MERCANTILES LTD.,NA,46101,1982,NA
ANTARIKSH INDUSTRIES LTD.,NA,46909,1974,NA
WINPRO INDUSTRIES LTD.,NA,46909,1992,WINPRO
CHARMS INDUSTRIES LTD.,NA,64990,1992,NA
CHARTERED CAPITAL & INVST. LTD.,NA,64191,1986,NA
CHARTERED LOGISTICS LTD.,CHARTERED CARRIERS,5224,1995,NA
CHASE BRIGHT STEEL LTD.,CHASE BRIGHT STEEL,46103,1959,NA
CHEMBOND CHEMICALS LTD.,NA,20299,1975,CHEMBOND
STANDARD SHOE SOLE & MOULD (INDIA) LTD.,NA,64191,1973,NA
CHEMIESYNTH (VAPI) LTD.,CHEMIESYNTH (VAPI),20219,1986,NA
CHEMO-PHARMA LABORATORIES LTD.,NA,64191,1942,NA
CHEMPLAST SANMAR LTD.,CHEMPLAST,20131,1985,CHEMPLASTS
CHEMTECH INDUSTRIAL VALVES LTD.,NA,28132,1997,NA
CHENNAI PETROLEUM CORPN. LTD.,CPCL,19209,1965,CHENNPETRO
TOYAM SPORTS LTD.,CHETRAM BALKRISHAN,64990,1985,NA
CHEVIOT CO. LTD.,CHEVIOT CO.,13119,1897,CHEVIOT
CHHABRA SPINNERS LTD.,CHHABRA SPINNERS,13111,1989,NA
ALLIED BLENDERS & DISTILLERS LTD.,CHHABRIA MKTG.,11011,2008,ABDL
SADHNA BROADCAST LTD.,NA,6020,1994,NA
C C L INTERNATIONAL LTD.,CHIRAWA CEMENTS,42909,1991,NA
SHANTI EDUCATIONAL INITIATIVES LTD.,CHIRIPAL ENTERPRISES,46909,1988,NA
M K P MOBILITY LTD.,s,46909,1990,NA
CHOICE INTERNATIONAL LTD.,CHOICE INTL.,64300,1993,CHOICEIN
EAST BUILDTECH LTD.,NA,46103,1984,NA
UGRO CAPITAL LTD.,NA,64990,1993,UGROCAP
AJEL LTD.,CHOKSH INFOTECH,62013,1994,NA
CHOKSI LABORATORIES LTD.,NA,86100,1993,NA
CHOLAMANDALAM INVESTMENT & FINANCE CO. LTD.,CHOLAMANDALAM INVST.,64920,1978,CHOLAFIN
CHORDIA FOOD PRODUCTS LTD.,NA,77,1982,NA
CHOWGULE STEAMSHIPS LTD.,CHOWGULE STEAMSHIPS,77,1963,CHOWGULSTM
CIL SECURITIES LTD.,NA,66120,1989,NA
CINDRELLA FINANCIAL SERVICES LTD.,NA,41001,1994,NA
CINDRELLA HOTELS LTD.,CINDRELLA HOTELS,55101,1986,NA
CINERAD COMMUNICATIONS LTD.,NA,64300,1986,NA
CINEVISTA LTD.,CINEVISTAAS,73100,1997,CINEVISTA
CIPLA LTD.,CIPLA,21002,1935,CIPLA
CISTRO TELELINK LTD.,NA,46909,1992,NA
CITI PORT FINANCIAL SERVICES LTD.,NA,64990,1992,NA
CITIZEN INFOLINE LTD.,CITIZEN INFOLINE,46529,1994,NA
CITURGIA BIOCHEMICALS LTD.,CITURGIA BIOCHEMICAL,20119,1974,CITURGIBIO
CITY ONLINE SERVICES LTD.,NA,61900,1999,NA
CITY UNION BANK LTD.,CITY UNION BANK,64191,1904,CUB
CITYMAN LTD.,NA,41001,1992,NA
CLASSIC ELECTRICALS LTD.,CLASSIC ELECTRICALS,64990,1985,NA
CLASSIC FILAMENTS LTD.,CLASSIC FILAMENTS,46411,1990,NA
CLASSIC GLOBAL FINANCE & CAPITAL LTD.,NA,64191,1995,NA
CLASSIC LEASING & FINANCE LTD.,NA,649,1984,NA
CLIO INFOTECH LTD.,CLIO INFOTECH,64191,1992,NA
COAL INDIA LTD.,3,64300,1973,COALINDIA
COASTAL ROADWAYS LTD.,COASTAL ROADWAYS,5224,1968,NA
COASTAL CORPORATION LTD.,CTL,10204,1981,COASTCORP
D I C INDIA LTD.,NA,20223,1947,DICIND
COCHIN MALABAR ESTATES & INDS. LTD.,NA,64191,1930,NA
COCHIN MINERALS & RUTILE LTD.,NA,7299,1989,NA
COCHIN SHIPYARD LTD.,COCHIN SHIPYARD,301,1972,COCHINSHIP
H O V SERVICES LTD.,NA,62013,1989,HOVS
COLGATE-PALMOLIVE (INDIA) LTD.,COLGATE-PALMOLIVE,20235,1937,COLPAL
COLINZ LABORATORIES LTD.,NA,21002,1986,NA
ADROIT INFOTECH LTD.,COLOR CHIPS,62013,1990,ADROITINFO
HEUBACH COLORANTS INDIA LTD.,NA,20114,1956,HEUBACHIND
DECIPHER LABS LTD.,NA,21002,1986,NA
COMFORT INTECH LTD.,NA,46909,1994,NA
COMMAND POLYMERS LTD.,COMMAND POLYMERS,13124,1998,NA
JUPITER WAGONS LTD.,NA,30202,1979,JWL
URJA GLOBAL LTD.,NA,46529,1992,URJA
COMMITTED CARGO CARE LTD.,COMMITTED CARGO CARE,46909,1998,COMMITTED
C D I INTERNATIONAL LTD.,COMPACT DISC,46909,1992,COMPACDISC
DECILLION FINANCE LTD.,DECILLION FINANCE,64990,1995,NA
COMPETENT AUTOMOBILES CO. LTD.,NA,45101,1985,NA
COMPUAGE INFOCOM LTD., ,46511,1999,COMPINFO
COMPUCOM SOFTWARE LTD.,NA,62013,1995,COMPUSOFT
COMPUTER AGE MGMT. SERVICES LTD.,NA,63999,1988,CAMS
COMPUTER POINT LTD.,COMPUTER POINT,64191,1984,NA
CONART ENGINEERS LTD.,NA,41001,1973,NA
CONCORD BIOTECH LTD.,CONCORD BIOTECH,21002,1984,CONCORDBIO
CONCORD DRUGS LTD.,CONCORD DRUGS,2100,1995,NA
CONCORD ENVIRO SYSTEMS LTD.,NA,46909,1999,CEWATER
LONGSPUR INTERNATIONAL VENTURES LTD.,NA,46620,1980,NA
CONSECUTIVE INVESTMENTS & TRDG. CO. LTD.,NA,64990,1982,NA
MEGRI SOFT LTD.,MEGRI SOFT,63999,1992,NA
CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,NA,42209,1997,CCCL
C S L FINANCE LTD.,NA,64990,1992,CSLFINANCE
I L & F S TRANSPORTATION NETWORKS LTD.,NA,46909,2000,IL&FSTRANS
CONTAINER CORPN. OF INDIA LTD.,CONCOR,49120,1988,CONCOR
CONTAINERWAY INTERNATIONAL LTD.,CONTAINERWAY INTL.,52219,1985,NA
KONNDOR INDUSTRIES LTD.,CONTECH SOFTWARE,46696,1983,NA
CONTINENTAL CHEMICALS LTD.,NA,77,1984,NA
C C L PRODUCTS (INDIA) LTD.,NA,10792,1961,CCL
CONTINENTAL CONTROLS LTD.,NA,64300,1995,NA
CONTIL INDIA LTD.,NA,46101,1994,NA
CONTINENTAL PETROLEUMS LTD., ,19201,1986,NA
CONTINENTAL SECURITIES LTD.,NA,64990,1990,NA
CONTINENTAL SEEDS & CHEMICALS LTD.,NA,46305,1983,CONTI
CONTROL PRINT LTD.,NA,26109,1991,CONTROLPR
CORAL INDIA FINANCE & HOUSING LTD.,NA,34,1995,CORALFINAC
CORAL LABORATORIES LTD.,NA,21002,1997,NA
CORAL NEWSPRINTS LTD.,NA,17093,1992,NA
S J CORPN. LTD.,NA,46697,1981,NA
CORDS CABLE INDS. LTD.,CORDS CABLE INDS.,27320,1991,CORDSCABLE
AUSOM ENTERPRISE LTD.,CORE EMBALLAGE,46102,1984,AUSOMENT
COROMANDEL AGRO PRODUCTS & OILS LTD.,NA,10405,1975,NA
BHEEMA CEMENTS LTD.,CKORAMAANDEL,64191,1978,NA
COROMANDEL ENGINEERING CO. LTD.,NA,42209,1947,COROENGG
COROMANDEL INTERNATIONAL LTD.,COROMANDEL,2012,1961,COROMANDEL
CORPORATE COURIER & CARGO LTD.,NA,522,1986,NA
CORPORATE MERCHANT BANKERS LTD.,NA,66190,1994,NA
COSBOARD INDUSTRIES LTD.,NA,46696,1980,NA
COSCO (INDIA) LTD.,NA,46909,1980,NA
COSMO FERRITES LTD.,NA,26405,1985,NA
COSMO FIRST LTD.,NA,22201,1976,COSMOFIRST
WOODSVILLA LTD.,NA,55101,1994,NA
COUNTRY CLUB HOSPITALITY & HOLIDAYS LTD.,COUNTRY CLUB,46909,1991,CCHHL
CRANEX LTD.,CRANEX,28162,1973,NA
CRAVATEX LTD.,NA,46909,1951,NA
CRAYONS ADVERTISING LTD.,CRAYONS ADVERTISING,73100,1986,CRAYONS
CREATIVE CASTINGS LTD.,CREATIVE CASTINGS,24319,1985,NA
CREATIVE EYE LTD.,NA,64300,1986,CREATIVEYE
CREDENCE SOUND & VISION LTD.,NA,59142,1991,NA
CARE RATINGS LTD.,CARE,70200,1993,CARERATING
CRISIL LTD.,CRISIL,70200,1987,CRISIL
DELTA CORP LTD.,CREOLE HOLDINGS CO.,93290,1990,DELTACORP
CRESSANDA RAILWAY SOLUTIONS LTD.,NA,46201,1985,NA
CRESTCHEM LTD.,CRESTCHEM,20,1991,NA
C G POWER & INDL. SOLUTIONS LTD.,CROMPTON GREAVES,2710,1937,CGPOWER
YAAN ENTERPRISES LTD.,CROWN TOURS,42909,1989,NA
CUBEX TUBINGS LTD.,NA,24201,1979,CUBEXTUB
CUBICAL FINANCIAL SERVICES LTD.,NA,64990,1990,NA
CUMMINS INDIA LTD.,CUMMINS,28110,1962,CUMMINSIND
CUPID LTD.,NA,22193,1993,CUPID
CUPID BREWERIES & DISTILLERIES LTD.,CUPID TRADES,64191,1985,NA
CYBER MEDIA (INDIA) LTD.,NA,34,1982,CYBERMEDIA
ORCHASP LTD.,NA,62013,1994,NA
CYBERTECH SYSTEMS & SOFTWARE LTD.,NA,62013,1995,CYBERTECH
D & H INDIA LTD.,NA,27900,1985,NA
D B (INTERNATIONAL) STOCK BROKERS LTD.,NA,64300,1992,DBSTOCKBRO
PURSHOTTAM INVESTOFIN LTD.,NA,64990,1988,NA
LANCOR HOLDINGS LTD.,LANCOR HOLDINGS,41001,1985,LANCORHOL
D C M FINANCIAL SERVICES LTD.,NA,64300,1991,DCMFINSERV
D C M LTD.,D C M,34,1889,DCM
D C M SHRIRAM LTD.,NA,20,1989,DCMSHRIRAM
D C M SHRIRAM INDS. LTD.,D C M SHRIRAM INDS.,34,1989,DCMSRIND
D C W LTD.,D C W,20,1939,DCW
WINDSOR MACHINES LTD.,WINDSOR MACHINES,28292,1963,WINDMACHIN
D H P INDIA LTD.,D H P INDIA,28132,1991,NA
DHUNSERI INVESTMENTS LTD.,NA,64300,1997,DHUNINV
D J S STOCK & SHARES LTD.,DJS,64300,1994,NA
D L F LTD.,DLF UNIVERSAL,41001,1963,DLF
D P WIRES LTD.,D P WIRES,27320,1998,DPWIRES
D S J KEEP LEARNING LTD.,NA,85,1989,KEEPLEARN
D S KULKARNI DEVELOPERS LTD.,NA,64191,1991,DSKULKARNI
KASHIPUR SUGAR MILLS LTD.,NA,10721,1972,NA
DABUR INDIA LTD.,DABUR INDIA,20236,1975,DABUR
DAI-ICHI KARKARIA LTD.,DAI-ICHI KARKARIA,20299,1960,DAICHIKARK
DAIKAFFIL CHEMICALS INDIA LTD.,NA,64300,1992,NA
SUVIDHA INFRAESTATE CORPN. LTD.,NA,41001,1992,NA
DALAL STREET INVESTMENTS LTD.,DALAL STREET INVSTS.,66190,1977,NA
DALMIA BHARAT SUGAR & INDS. LTD.,NA,10721,1951,DALMIASUG
DALMIA INDUSTRIAL DEVP. LTD.,DALMIA INDL. DEVP.,46909,1982,NA
DAMODAR INDUSTRIES LTD.,NA,13131,1987,DAMODARIND
DANISH POWER LTD.,DANISH,27102,1985,DANISH
DANLAW TECHNOLOGIES INDIA LTD.,NA,2610,1992,NA
MEGA NIRMAN & INDS. LTD.,NA,64191,1983,NA
